"ROCode","RONo","RODate","MHCode","MHName","PCode","PName","JobTypeCode","JobTypeName","Caption","EditCentre","DoPubTel","SizeDur","TotSizeDur","GuarantedPos","Premium","StrPre","Rate","StrRate","Amt","NetAmt","Remarks","BillAmt","InvNo","PayAmt","RectNo","RcptAmt","MBAmt","RateCGST","AmtCGST","RateSGST","AmtSGST","RateIGST","AmtIGST","FinalAmt","HSNCode"
$2050.00,$4105.00,25-9-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","DELHI CITY","27-9-2019","HEIGHT - 8CM. WIDTH-15CM.","120 SQ CM.","PAGE NO.  2 REQUESTED",$0.00,"",$105.00,"PER SQCM.",$12600.00,$11655.00,"DELHI CITY@105/-, DEAL 25 LAKH",$0.00,$0.00,$12237.00,,$0.00,$0.00,$2.50,$291.38,$2.50,$291.38,$0.00,$0.00,$12237.75,"9983"
$2051.00,$4106.00,27-9-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$89.00,"SHIKKIS POSHAK",$59.00,"WAVE CINEMA","SHIKKIS POSHAK","WAVE CINEMA MORADABAD","1-10-2019 TO 7-10-2019  (1 WEEK)","30 SEC.","30 SEC. X  3 SCREEN X 1 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC,",$7200.00,$5040.00,"USE LAST RUNNING AD",$0.00,$0.00,$5947.00,,$0.00,$5947.00,$0.00,$0.00,$0.00,$0.00,$18.00,$907.20,$5947.20,"998366"
$2052.00,$4107.00,27-9-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$89.00,"SHIKKIS POSHAK",$0.00,"WAVE CINEMA","SHIKKIS POSHAK","WAVE CINEMA RUDRAPUR","1-10-2019 TO 7-10-2019","30 SEC.","30 SEC. X  4 SCREEN X 1 WEEK","30 SEC.",$0.00,"",$800.00,"FOR 10 SEC.,",$9600.00,$6720.00,"USE LAST RUNNING ADVT FOR THIS ACTIVITY  (LAST RUNNING IN WAVE MORADABAD)",$0.00,$0.00,$7930.00,,$0.00,$7930.00,$0.00,$0.00,$0.00,$0.00,$18.00,$1209.60,$7929.60,"998366"
$2053.00,$4108.00,27-9-2019 0:00:00,$48.00,"UFO MOVIEZ INDIA LIMITED",$89.00,"SHIKKIS POSHAK",$88.00,"UFO MOVIEZ","SHIKKIS POSHAK","SHRI VINAYAKA THEATOR CINEMA RAMNAGAR","1-10-2019 TO 7-10-2019","30 SEC.","30 SEC  X 1 SCREEN X 1 WEEK","INTERVAL",$0.00,"",$925.00,"FOR 10 SEC.",$2775.00,$1750.00,"ADVT MATTER IN MAIL ATTACHMENT.",$0.00,$0.00,$2065.00,"2370",$20780.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$315.00,$2065.00,"998366"
$2054.00,$4109.00,27-9-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$285.00,"SANSKRITI COLLECTION",$0.00,"WAVE CINEMA","SANSKRITI COLLECTION","WAVE CINEMA MORADABAD","2-10-2019 TO 15-10-2019 (2 WEEK)","15 SEC","15 SEC. X  3 SCREEN X 2 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC",$7200.00,$5040.00,"ADVT MATTER IN MAIL ATTACHMENT.",$0.00,$0.00,$5948.00,"2331",$7646.00,$5947.00,$0.00,$0.00,$0.00,$0.00,$18.00,$907.20,$5947.20,"998366"
$2055.00,$4110.00,27-9-2019 0:00:00,$3.00,"DAINIK JAGRAN",$136.00,"DAMYAA (P.J.) FOODS PVT.LTD.",$84.00,"DAMYAA SME2 25 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK","29-9-2019","HEIGHT  - 8CM. WIDTH - 9CM.","72 SQ CM.","PAGE NO. 2 REQUESTED",$0.00,"",$631.00,"176+176+143+88+48=631/-",$45432.00,$42024.60,"KANPUR EDI@176/-, LUCKNOW EDI@176, VARANASI EDI@143/-, ALLAHABAD EDI@88/-,  BAREILLY EDI@48/-, DEAL 25 LAKH",$0.00,$0.00,$44125.00,,$0.00,$0.00,$2.50,$1050.62,$2.50,$1050.62,$0.00,$0.00,$44125.83,"9983"
$2056.00,$4111.00,27-9-2019 0:00:00,$3.00,"DAINIK JAGRAN",$136.00,"DAMYAA (P.J.) FOODS PVT.LTD.",$84.00,"DAMYAA SME2 25 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK (5 EDITION)","29-9-2019","HEIGHT - 8CM. WIDTH - 9CM","72 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$233.00,"22+116+37+32+26=233/-",$16776.00,$15517.80,"MORADABAD EDI@22/-, MEERUT+SPUR@116/-, AGRA+MATHURA@37/- DEHRADUN+HARIDWAR@32/-, MUZAFFARPUR EDI@26/-, DEAL 25 LAKH",$0.00,$0.00,$16293.00,,$0.00,$0.00,$2.50,$387.95,$2.50,$387.95,$0.00,$0.00,$16293.69,"9983"
$2057.00,$4112.00,27-9-2019 0:00:00,$3.00,"DAINIK JAGRAN",$136.00,"DAMYAA (P.J.) FOODS PVT.LTD.",$84.00,"DAMYAA SME2 25 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK (4 CITY ONLY)","29-9-2019","HEIGHT- 8CM. WIDTH- 9CM.","72 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$174.00,"53+16+16+89=174/-",$12528.00,$11588.40,"GORAKHPUR CITY@53/-, JHANSI CITY@16/-, ALIGARH CITY@16/-, PATNA CITY@89/-, DEAL 25 LAKH",$0.00,$0.00,$12167.00,"2428",$61145.00,$0.00,$2.50,$289.71,$2.50,$289.71,$0.00,$0.00,$12167.82,"9983"
$2058.00,$4113.00,27-9-2019 0:00:00,$3.00,"DAINIK JAGRAN",$136.00,"DAMYAA (P.J.) FOODS PVT.LTD.",$84.00,"DAMYAA SME2 25 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","DELHI UPCOUNTRY","29-9-2019","HEIGHT - 8CM. WIDTH - 9CM.","72 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$70.00,"PER SQCM.",$5040.00,$4662.00,"DELHI UPCOUNTRY@70/-, DEAL 25 LAKH",$0.00,$0.00,$4895.00,,$0.00,$0.00,$2.50,$116.55,$2.50,$116.55,$0.00,$0.00,$4895.10,"9983"
$2059.00,$4114.00,28-9-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$102.00,"MA PARVATI DOG NURSING HOME",$59.00,"WAVE CINEMA","MA PARVATI DOG NURSING HOME","WAVE CINEMA MORADABAD","2-10-2019 TO 8-10-2019  (1 WEEK)","10 SEC.","10 SEC. X  3 SCREEN X  1 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC",$2400.00,$1680.00,"USE LAST RUNNING ADVERTISEMENT FOR THIS ACTIVITY",$0.00,$0.00,$1982.00,"2319",$2550.00,$1982.00,$0.00,$0.00,$0.00,$0.00,$18.00,$302.40,$1982.40,"9983"
$2060.00,$4115.00,30-9-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK (4 EDITION)","1-10-2019","HEIGHT - 10 CM., WIDTH - 18CM.","180 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$114.00,"22+48+23+21=114/-",$20520.00,$18981.00,"MORADABD EDI@22/-, BAREILLLY EDI@ 48/-, NAINITAL EDI@23/-, SILIGURI EDI@21/-  DEAL 25 LAKH",$0.00,$0.00,$20980.00,,$0.00,$2142.00,$2.50,$474.53,$2.50,$474.53,$0.00,$0.00,$19930.05,"9983"
$2061.00,$4116.00,30-9-2019 0:00:00,$48.00,"UFO MOVIEZ INDIA LIMITED",$310.00,"ULTIMATE PATH LAB",$88.00,"UFO MOVIEZ","ULTIMATE PATH LAB","MOVIE TIME MIGLANI CINEMA MORADABAD","2-10-2019 TO 8-10-2019","30 SEC.","30 SEC. X 3 SCREEN X 1 WEK","INTERVAL",$0.00,"",$925.00,"FOR 10 SEC.",$8325.00,$5249.97,"ADVT MATTER IN MAIL ATTACHMENT.",$0.00,$0.00,$6195.00,"2332",$8841.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$945.00,$6194.97,"998366"
$2062.00,$4117.00,30-9-2019 0:00:00,$23.00,"TIMES OF INDIA",$298.00,"IRIS THE AESTHETIC CLINIC",$95.00,"TIMES OF INDIA","IRIS THE AESTHETIC CLINIC","TIMES PLUS MOP","29-10-2019","10X12","120 SQ CM.","GOOD POSITION",$0.00,"",$30.00,"PER SQCM.",$3600.00,$3060.00,"INSERTION 11",$0.00,$0.00,$0.00,"2318",$18900.00,$0.00,$2.50,$76.50,$2.50,$76.50,$0.00,$0.00,$3213.00,"9983"
$2063.00,$4118.00,30-9-2019 0:00:00,$28.00,"CANCEL",$263.00,"LX",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$9532.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,""
$2064.00,$4119.00,30-9-2019 0:00:00,$3.00,"DAINIK JAGRAN",$257.00,"GOYAL MART",$10.00,"ADVERTISING IN NEWS PAPER","SHOPING FASTIVAL","MORADABAD CITY","8-10-2019 TO 8-11-2019","SHOPING FASTIVAL","SHOPING FASTIVAL","GOOD",$0.00,"",$10000.00,"",$10000.00,$8500.00,"SHOPING FASTIVAL (8-10-2019 TO 8-11-2019)",$0.00,$0.00,$8925.00,,$0.00,$0.00,$2.50,$212.50,$2.50,$212.50,$0.00,$0.00,$8925.00,"9983"
$2065.00,$4120.00,1-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","MEERUT+S.PUR EDITION + MUZAFFARPUR EDITION","3-10-2019","HEIGHT 8CM. WIDTH = 15CM.","120 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$142.00,"116+26-142/-",$17040.00,$15762.00,"MEERUT + SAHARANPURE EDI@ 116/-, MUZAFFARPUR EDI@26/-, DEAL 25 LAKH",$0.00,$0.00,$16550.00,,$0.00,$0.00,$2.50,$394.05,$2.50,$394.05,$0.00,$0.00,$16550.10,"9983"
$2066.00,$4121.00,1-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","DELHI CITY","3-10-2019","HEIGHT -8 CM. WIDTH -  15 CM.","120 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$105.00,"PER SQCM.",$12600.00,$11655.00,"DELHI CITY@105/-, DEAL 25 LAKH",$0.00,$0.00,$12237.00,,$0.00,$0.00,$2.50,$291.38,$2.50,$291.38,$0.00,$0.00,$12237.75,"9983"
$2067.00,$4122.00,1-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","NAINITAL EDITION + BAREILLY EDITION","2-10-2019","HEIGHT - 8CM. WIDTH -14 CM.","112 SQCM","PAGE NO. 2,4,5",$0.00,"",$100.00,"64+36=100/-",$11200.00,$10360.00,"BAREILLYL EDIITON@64/- NAINITAL EDITION@36/- DEAL 7 LAKH",$0.00,$0.00,$10878.00,,$0.00,$0.00,$2.50,$259.00,$2.50,$259.00,$0.00,$0.00,$10878.00,"9983"
$2068.00,$4123.00,1-10-2019 0:00:00,$2.00,"AMAR UJALA",$66.00,"HINDUSTAN PATHOLOGY",$2.00,"RUNNING CLASSIFIED","FOR SALE","MORADABAD EDITION","3-10-2019","25 WORDS","25 WORDS","PLOT FOR SALE",$0.00,"",$957.00,"FOR 25 WORDS",$957.00,$813.45,"",$0.00,$0.00,$854.00,"2317",$1000.00,$0.00,$2.50,$20.34,$2.50,$20.34,$0.00,$0.00,$854.12,"9983"
$2069.00,$4124.00,1-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","MORADABAD EDITION + ALIGARH EDITION","3-10-2019","HEIGHT - 8CM. WIDTH - 14CM","112 SQCM.","PAGE NO. 2,4,5",$0.00,"",$86.00,"45+41=86/-",$9632.00,$8909.60,"MORADABAD EDI@45/-, ALIGARH EDI@41/- DEAL 7 ALKH",$0.00,$0.00,$9355.00,,$0.00,$0.00,$2.50,$222.74,$2.50,$222.74,$0.00,$0.00,$9355.08,"9983"
$2070.00,$4125.00,1-10-2019 0:00:00,$2.00,"AMAR UJALA",$112.00,"PRIYANKA VENTURES",$0.00,"AMAR UJALA","PLANET HOME","MORADABAD EDITION","2-10-2019","HEIGHT - 12CM. WIDTH - 20CM.","240 SQ CM.","PAGE NO. 2 REQUESTED",$0.00,"",$58.10,"PER SQCM.",$15312.00,$13015.20,"IS RO KA BILL 58.10 PER SQCM SE BANYA GAYA HAI OR AU TO RO 63.80 PER SQCM SE BHEJI GAYI HAI",$0.00,$0.00,$13666.00,"2326",$30000.00,$0.00,$2.50,$325.38,$2.50,$325.38,$0.00,$0.00,$13665.96,"9983"
$2071.00,$4126.00,3-10-2019 0:00:00,$23.00,"TIMES OF INDIA",$298.00,"IRIS THE AESTHETIC CLINIC",$95.00,"TIMES OF INDIA","IRIS THE AESTHETIC CLINIC","TIMES PLUS MOP","6-10-2019","HEIGHT - 12CM. WIDTH-10CM.","120 SQCM.","GOOD POSITION",$0.00,"",$20.00,"PER SQCM.",$2400.00,$2040.00,"INSERTION 12TH",$0.00,$0.00,$0.00,,$0.00,$2142.00,$2.50,$51.00,$2.50,$51.00,$0.00,$0.00,$2142.00,"9983"
$2072.00,$4127.00,3-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","NAINITAL EDITION + BAREILLY EDITION","4-10-2019","HEIGHT - 8CM. WIDTH - 14CM,.","112 SQCM.","PAGE NO. 2,5",$0.00,"",$100.00,"64+36=100/-",$11200.00,$10360.00,"BAREILLYL EDIITON@64/- NAINITAL EDITION@36/- DEAL 7 LAKH",$0.00,$0.00,$10878.00,,$0.00,$0.00,$2.50,$259.00,$2.50,$259.00,$0.00,$0.00,$10878.00,"9983"
$2073.00,$4128.00,3-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","DEHRADUN EDITION + ALIGARH EDITION","4-10-2019","HEIGHT -9CM.  WIDTH -  16CM.","144 SQCM.","PAGE NO. 2,5",$0.00,"",$59.00,"32+27= 59/-",$8496.00,$7858.80,"DELHRADUN EDI@32/-,  ALIGARH EDI@27/-   DEAL 25 LAKH",$0.00,$0.00,$8251.00,,$0.00,$0.00,$2.50,$196.47,$2.50,$196.47,$0.00,$0.00,$8251.74,"9983"
$2074.00,$4129.00,3-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$164.00,"JAY LUXMI SOAP WORKS",$83.00,"JAI LUXMI = SME 2- 7 LAC","SME GURU, BUSINESS CODE- BCDJ0484","MEERUT + SAHARANPUR UPCOUNTY","4-10-2019","HEIGHT - 20CM WIDTH - 12CM.","240 SQCM.","PAGE NO.  2, 4",$0.00,"",$85.00,"PER SQCM.",$20400.00,$18870.00,"MEERUT + SAHARANPUR UPCOUNTRY @85/-
DEAL 7 LAKH",$0.00,$0.00,$19813.00,,$0.00,$0.00,$2.50,$471.75,$2.50,$471.75,$0.00,$0.00,$19813.50,"9983"
$2075.00,$4130.00,4-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK","5-10-2019","HEIGHT - 10CM. WIDTH - 18CM.","180 SQCM.","PAGE NO 2 REQUESTED",$0.00,"",$114.00,"22+48+23+21=114/-",$20520.00,$18981.00,"MORADABD EDI@22/-, BAREILLLY EDI@ 48/-, NAINITAL EDI@23/-, SILIGURI EDITION@21/-  DEAL 25 LAKH",$0.00,$0.00,$19930.00,,$0.00,$0.00,$2.50,$474.53,$2.50,$474.53,$0.00,$0.00,$19930.05,"9983"
$2076.00,$4131.00,4-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$164.00,"JAY LUXMI SOAP WORKS",$47.00,"JAY LAXMI - SME - 7 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","MORADABAD UPCOUNTRY + DEHAT","5-10-2019","HEIGHT - 20CM. WIDTH - 12CM.","240 SQCM.","PAGE NO.  2,4",$0.00,"",$22.00,"PER SQCM.",$5280.00,$4884.00,"MORADABAD UPCOUNTRY + DEHAT@22/-, DEAL 7 LAKH",$0.00,$0.00,$5128.00,,$0.00,$0.00,$2.50,$122.10,$2.50,$122.10,$0.00,$0.00,$5128.20,"9983"
$2077.00,$4132.00,5-10-2019 0:00:00,$2.00,"AMAR UJALA",$90.00,"RAJEEV SINGHAL",$3.00,"DISPLAY CLASSIFIED","REQUIRED","MORADABAD EDITION","6-10-2019","HEIGHT - 5CM., WIDTH - 3CM.","15 SQCM.","SAMANYA",$0.00,"",$232.00,"PER SQCM.",$3480.00,$2958.00,"",$0.00,$0.00,$3106.00,,$0.00,$0.00,$2.50,$73.95,$2.50,$73.95,$0.00,$0.00,$3105.90,"9983"
$2078.00,$4133.00,5-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$142.00,"SHRI DHANWANTRI PHARMACY, CHANDAUSI",$86.00,"S DHANWANTRI SME 2 - 5 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","HISAR + ROHTAK EDITION + PANIPAT EDITION","6-10-2019","HEIGHT - 6 CM. WIDTH- 33 CM.","198 SQCM.","PAGE NO. 2,4,5",$0.00,"",$80.00,"40+40=80",$15840.00,$14652.00,"HISAR+ROHTAK EDI@40/-, PANIPAT EDI@40/-,  DEAL 5 LAKH ,  SME 2",$0.00,$0.00,$15384.00,,$0.00,$0.00,$2.50,$366.30,$2.50,$366.30,$0.00,$0.00,$15384.60,"9983"
$2079.00,$4134.00,5-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","NAINITAL EDITION + BAREILLY EDITION","8-10-2019","HEIGHT - 8 CM. , WIDTH - 14 CM.","112 SQCM.","PAGE NO. 2,5",$0.00,"",$100.00,"64+36=100/-",$11200.00,$10360.00,"BAREILLYL EDIITON@64/- NAINITAL EDITION@36/- DEAL 7 LAKH",$0.00,$0.00,$10878.00,"2357",$44485.00,$0.00,$2.50,$259.00,$2.50,$259.00,$0.00,$0.00,$10878.00,"9983"
$2080.00,$4135.00,5-10-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$285.00,"SANSKRITI COLLECTION",$59.00,"WAVE CINEMA","SANSKRITI COLLECTION","WAVE CINEMA MORADABAD","25-10-2019 TO 7-11-2019   (2 WEEK)","15 SEC.","15 SEC X  3 SCREEN X 2 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC.",$7200.00,$5040.00,"USE CURENT RUNING ADVETISEMNET FOR THIS ACTIVITY",$0.00,$0.00,$5947.00,"2348-2349",$7640.00,$5947.00,$0.00,$0.00,$0.00,$0.00,$18.00,$907.20,$5947.20,"998366"
$2081.00,$4136.00,7-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$136.00,"DAMYAA (P.J.) FOODS PVT.LTD.",$84.00,"DAMYAA SME2 25 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","MORADABAD EDI","8-10-2019","HEIGHT-8CM, WIDTH-9CM","72 SQCM","PAGE NO-4,5,6,7",$0.00,"",$22.00,"PER SQCM",$1584.00,$1465.20,"MORADABAD EDI@22/-
DEAL-25 LAKH",$0.00,$0.00,$1538.00,"2429",$9958.00,$0.00,$2.50,$36.63,$2.50,$36.63,$0.00,$0.00,$1538.46,"9983"
$2082.00,$4137.00,7-10-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$311.00,"JUST FITNESS GYM",$59.00,"WAVE CINEMA","JUST FITNESS GYM","WAVE CINEMA MROADBAD","25-10-2019 TO 7-11-2019","20 SEC.","20 SEC. X 3 SCREEN X 2 WEEK","INTERVAL",$0.00,"",$800.00,"PER 10 SEC.",$9600.00,$6720.00,"ADVT MATTER IN MAIL ATTACHMENT.",$0.00,$0.00,$7930.00,"2358",$10195.00,$7930.00,$0.00,$0.00,$0.00,$0.00,$18.00,$1209.60,$7929.60,"998366"
$2083.00,$4138.00,7-10-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$63.00,"CREATIVE WORLD",$0.00,"WAVE CINEMA","CREATIVE WORLD","WAVE CINEMA MORADABAD","25-10-2019 TO 7-11-2019  (2 WEEK)","10 SEC.","10 SEC. X 3 SCREEN X 2 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC.",$4800.00,$3360.00,"ADVT IN MAIL ATTACHMENT.",$0.00,$0.00,$3965.00,,$0.00,$3965.00,$0.00,$0.00,$0.00,$0.00,$18.00,$604.80,$3964.80,"998366"
$2084.00,$4139.00,7-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","MORADABAD EDITION + ALIGARH EDITION","9-10-2019","HEIGHT - 8 CM. WIDTH - 14CM.","112 SQCM.","PAGE NO. 2,4,5",$0.00,"",$86.00,"45+41= 86/-",$9632.00,$8909.60,"MORADABAD EDI@45/-, ALIGARH EDI@41/- DEAL 7 ALKH",$0.00,$0.00,$9355.00,,$0.00,$0.00,$2.50,$222.74,$2.50,$222.74,$0.00,$0.00,$9355.08,"9938"
$2085.00,$4140.00,7-10-2019 0:00:00,$2.00,"AMAR UJALA",$258.00,"FURNITURE MALL",$10.00,"ADVERTISING IN NEWS PAPER","DECHOME","MORADABAD EDITION","8-10-2019","HEIGHT - 51 CM. WIDTH - 16 CM.","816 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$62.00,"PER SQCM.",$50592.00,$43003.20,"",$0.00,$0.00,$45153.00,,$0.00,$0.00,$2.50,$1075.08,$2.50,$1075.08,$0.00,$0.00,$45153.36,"9983"
$2086.00,$4141.00,7-10-2019 0:00:00,$13.00,"I NEXT",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$10.00,"ADVERTISING IN NEWS PAPER","JIWAN SOAP","BAREILLY CITY + DEHAT","8-10-2019","HEIGHT - 8CM. WIDTH = 33 CM.","264 SQCM.","GOOD POSITION",$0.00,"",$15.00,"PER SQCM.",$3960.00,$3366.00,"",$0.00,$0.00,$3534.00,,$0.00,$0.00,$2.50,$84.15,$2.50,$84.15,$0.00,$0.00,$3534.30,"9983"
$2087.00,$4142.00,7-10-2019 0:00:00,$51.00,"DEAL4U",$89.00,"SHIKKIS POSHAK",$16.00,"AD PRODCTION","CENSOR CERTIFICATE","NA","NA","40 SECONDS","40 SECONDS","GOOD",$0.00,"",$8500.00,"",$8500.00,$8500.00,"",$0.00,$0.00,$0.00,"2334",$9829.00,$0.00,$9.00,$765.00,$9.00,$765.00,$0.00,$0.00,$10030.00,"998366"
$2088.00,$4143.00,8-10-2019 0:00:00,$4.00,"HINDUSTAN",$258.00,"FURNITURE MALL",$10.00,"ADVERTISING IN NEWS PAPER","GRACE FURNITURE","MORADABAD EDITION","9-10-2019","HEIGHT - 22CM. WIDTH - 16CM.","352 SQCM.","FRONT PAGE",$0.00,"",$15000.00,"",$15000.00,$12750.00,"",$0.00,$0.00,$13387.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$637.50,$13387.50,"9983"
$2089.00,$4144.00,9-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","BAREILLY EDITION + NAINITAL EDITION","10-10-2019","HEIGHT - 8CM. WIDTH - 14CM.","112 SQCM.","PAGE NO 2,4,5",$0.00,"",$100.00,"64+36=100/-",$11200.00,$10360.00,"BAREILLYL EDIITON@64/- NAINITAL EDITION@36/- DEAL 7 LAKH",$0.00,$0.00,$10878.00,,$0.00,$0.00,$2.50,$259.00,$2.50,$259.00,$0.00,$0.00,$10878.00,"9983"
$2090.00,$4145.00,9-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","JAMMU EDI.,  HISSAR+ROHTAK EDI.,  PANIPAT EDITION","10-10-2019","HEIGHT - 8CM. WIDTH - 15CM.","120 SQCM.","PAGE NO. 2,5",$0.00,"",$70.00,"16+27+27= 70/-",$8400.00,$7770.00,"JAMMU EDITION@16/-,HISSAR EDI@27/-, PANIPAT EDI@27/-,  DEAL 25 LAKH",$0.00,$0.00,$8158.00,,$0.00,$0.00,$2.50,$194.25,$2.50,$194.25,$0.00,$0.00,$8158.50,"9983"
$2091.00,$4146.00,9-10-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$52.00,"CHINTU ELECTRONICS",$0.00,"WAVE CINEMA","CHINTU ELECTRONICS","WAVE CINEMA MORADABAD","27-10-2019 TO 2-11-2019 (1 WEEK)","15 SEC.","15 SEC. X 3 SCREEN X 1 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC.",$3600.00,$2520.00,"ADVT MATTER IN MAIL ATTACHMENT.",$0.00,$0.00,$2974.00,,$0.00,$2974.00,$0.00,$0.00,$0.00,$0.00,$18.00,$453.60,$2973.60,"9983"
$2092.00,$4147.00,9-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$164.00,"JAY LUXMI SOAP WORKS",$47.00,"JAY LAXMI - SME - 7 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","MEERUT + SAHARANPUR UPCOUNTY","11-10-2019","HEIGHT - 20 CM. WIDTH - 12 CM.","240 SQCM.","PAGE NO. 2,4",$0.00,"",$85.00,"PER SQCM.",$20400.00,$18870.00,"MEERUT + SAHARANPUR UPCOUNTRY @85/-
DEAL 7 LAKH",$0.00,$0.00,$19813.00,,$0.00,$0.00,$2.50,$471.75,$2.50,$471.75,$0.00,$0.00,$19813.50,"9983"
